D,L,P,G,Tin,X,CHF,CHF_LUT,CHF_NN
0.00607,0.792,14710,2199,330.89,0.21,1250,1164.642968,1264.453
0.00607,0.792,14710,2707,214.12,-0.057,3200,3764.672993,3411.738
0.00607,0.792,14710,2707,243.79,-0.002,2800,3075.580274,2850.587
0.00607,0.792,14710,2717,264.29,0.038,2520,2637.348543,2613.861
0.00607,0.792,14710,2698,311.21,0.118,1689,1888.914771,1755.721
0.00607,0.792,14710,2717,330.89,0.181,1380,1376.21138,1438.26
0.00607,0.792,14710,3207,230.64,-0.07,3261,4148.576911,3863.351
0.00607,0.792,14710,3187,268.36,0.013,2660,3009.514147,3026.947
0.00607,0.792,14710,3187,308.26,0.081,1870,2325.773132,2206.807
0.00607,0.792,14710,3187,331.75,0.156,1420,1620.858218,1597.851
0.00607,0.792,14710,4013,260.17,-0.04,3261,3877.963561,3958.279
0.00607,0.792,14710,4013,290.94,0.035,2700,2971.617255,2922.097
0.00607,0.792,14710,4013,321.16,0.102,1930,2346.731578,2124.774
0.00607,0.792,14710,4013,331.75,0.147,1739,1945.074168,1850.724
0.00607,0.792,14710,4954,280.73,-0.007,3411,3693.587586,3624.694
0.00607,0.792,14710,4963,302.22,0.051,2940,3076.223707,2927.241
0.00607,0.792,14710,4992,331.75,0.138,2060,2210.15242,2137.483
0.0077,2.6,14710,1032,255.19,0.471,744,416.6376146,482.3425
0.0077,2.6,14710,1235,268.36,0.381,755,533.4246405,594.3204
0.0077,2.6,14710,1271,173.23,0.34,1128,692.842704,756.7601
0.0077,2.6,14710,1295,318.25,0.399,558,410.9079468,512.0966
0.0077,2.6,14710,1426,275.6,0.321,755,693.4090753,740.7818
0.0077,2.6,14710,1474,206.97,0.266,1104,886.9790859,799.898
0.0077,2.6,14710,1486,321.16,0.348,558,574.3128123,591.437
0.0077,2.6,14710,1522,115.66,0.224,1488,1031.651949,1104.872
0.0077,2.6,14710,1742,227.58,0.229,1093,991.7106338,1027.411
0.0077,2.6,14710,1748,144.77,0.175,1442,1243.627296,1411.649
0.0077,2.6,14710,2017,293.95,0.223,779,986.2404094,971.6212
0.0077,2.6,14710,2255,125.64,0.09,1918,1839.047131,1776.582
0.0077,2.6,14710,2261,192.73,0.116,1488,1645.77892,1525.411
0.0077,2.6,14710,2440,313.25,0.212,755,1029.592143,936.4795
0.0077,2.6,14710,2458,158.13,0.086,1884,1897.637033,1584.33
0.0077,2.6,14710,2470,265.31,0.17,1128,1265.362077,1210.151
0.0077,2.6,14710,2500,213.23,0.131,1500,1547.142299,1494.981
0.0077,2.6,14710,2750,228.46,0.117,1488,1692.057827,1633.29
0.0077,2.6,14710,2750,178.31,0.09,1884,1913.49892,1855.495
0.0077,2.6,14710,2798,327.06,0.25,767,910.5258055,852.8981
0.0077,2.6,14710,3001,332.74,0.265,767,846.7646078,853.9931
0.0077,2.6,14710,3001,244.85,0.132,1488,1594.953904,1576.336
0.0077,2.6,14710,3156,301.14,0.201,1093,1166.449632,1178.788
0.0077,2.6,14710,3252,254.14,0.132,1511,1640.486775,1633.356
0.0077,2.6,14710,3472,265.31,0.148,1523,1545.649456,1607.235
0.0077,2.6,14710,3520,312.23,0.219,1116,1154.817318,1171.107
0.0077,2.6,14710,3532,226.49,0.111,1907,1871.491736,2002.154
0.0077,2.6,14710,3663,276.59,0.161,1488,1522.541733,1611.966
0.0077,2.6,14710,4301,295.07,0.189,1546,1540.363409,1634.922
0.0077,2.6,14710,4636,303.12,0.186,1511,1621.447119,1690.72
0.0077,2.6,14710,4749,306.15,0.195,1523,1583.102142,1650.699
0.0077,2.6,14710,4999,280.73,0.147,1907,1887.095644,2018.278
0.0077,2.6,14710,5137,316.27,0.214,1500,1601.98332,1588.882
0.0077,2.6,14710,5357,321.16,0.229,1500,1626.380054,1549.314
0.0077,2.6,14710,5495,295.07,0.163,1884,2054.619859,1961.319
0.0077,2.6,14710,5495,323.22,0.232,1523,1668.09038,1541.471
0.0077,2.6,14710,6079,305.27,0.185,1930,2166.29919,1942.231
0.00807,0.778,14710,1005,260.17,0.112,1510,1786.881998,1689.937
0.00807,0.778,14710,1011,290.94,0.166,1269,1448.474606,1404.868
0.00807,0.778,14710,1000,311.21,0.214,1100,1191.997967,1223.314
0.00807,0.782,14710,1011,158.13,-0.087,2170,3001.606954,2620.249
0.00807,0.782,14710,1011,188.63,-0.043,1950,2732.081707,2319.845
0.00807,0.782,14710,1016,229.55,0.043,1720,2186.679593,1924.294
0.0078,0.776,14710,1593,198.86,-0.101,2580,3216.889037,2930.018
0.00807,0.785,14710,1603,229.55,-0.054,2300,2752.838656,2596.927
0.00807,0.785,14710,1592,260.17,0.014,1989,2247.02723,2090.454
0.00807,0.785,14710,1597,290.94,0.076,1620,1831.546609,1781.501
0.00807,0.785,14710,1597,321.16,0.154,1260,1352.645164,1326.951
0.00802,1.57,14710,1012,260.17,0.279,969,986.8597154,1087.617
0.00802,1.57,14710,1001,280.73,0.317,880,864.2611307,919.3406
0.00802,1.57,14710,1001,303.12,0.33,750,822.4815119,872.4003
0.00802,1.57,14710,1601,158.13,0.03,1989,2146.166958,1981.974
0.00802,1.57,14710,1606,188.63,0.081,1789,1804.561962,1806.781
0.00802,1.57,14710,1601,219.22,0.128,1610,1511.416052,1565.1
0.00802,1.57,14710,1601,249.94,0.151,1370,1374.249256,1453.173
0.00802,1.57,14710,1601,280.73,0.17,1110,1261.835874,1332.018
0.00802,1.57,14710,1601,311.21,0.225,889,999.5296578,1038.595
0.00802,1.57,14710,1601,330.89,0.276,750,806.2615598,831.2507
0.00802,1.57,14710,2189,189.54,0.012,2239,2396.235122,2455.426
0.00802,1.57,14710,2195,219.22,0.049,1980,2074.165925,2164.704
0.00802,1.57,14710,2195,248.89,0.085,1700,1827.702218,1915.822
0.00802,1.57,14710,2195,279.75,0.133,1430,1479.87223,1401.982
0.00802,1.57,14710,2206,301.14,0.138,1169,1443.257275,1315.517
0.00802,1.57,14710,2189,330.89,0.219,860,981.5000012,1020.771
0.00802,1.57,14710,2700,187.49,-0.005,2720,2705.971647,2973.74
0.00802,1.57,14710,2722,220.33,0.023,2350,2438.284989,2646.294
0.00802,1.57,14710,2711,239.72,0.054,2130,2147.852989,2334.554
0.01075,3,14710,1004,281.71,0.393,686,532.1580401,561.9341
0.01075,3,14710,1004,260.17,0.365,752,611.3739981,657.5972
0.01075,3,14710,1004,300.05,0.407,614,501.3996763,523.3417
0.01075,3,14710,1001,321.16,0.441,534,449.7580385,461.3022
0.01075,3,14710,995,339.99,0.484,434,325.7052441,436.6761
0.0104,3.8,14710,534,308.26,0.696,337,268.631499,416.2716
0.0104,3.8,14710,671,299.13,0.543,383,390.5873017,421.6238
0.0104,3.8,14710,700,318.25,0.533,337,389.2070906,415.4471
0.0104,3.8,14710,785,259.14,0.456,500,544.7786808,514.7372
0.0104,3.8,14710,995,285.78,0.374,488,600.9255075,587.309
0.0104,3.8,14710,1112,92.5,0.226,1081,988.9056164,925.5919
0.0104,3.8,14710,1112,202.92,0.268,755,868.7603488,798.1485
0.0104,3.8,14710,1338,238.65,0.238,744,893.5626894,786.4371
0.0104,3.8,14710,1361,145.95,0.174,1058,1133.927326,1115.038
0.0104,3.8,14710,1668,264.29,0.194,744,977.6839018,820.2322
0.0104,3.8,14710,1675,193.64,0.168,1069,1112.518523,1005.616
0.0104,3.8,14710,1701,270.39,0.199,709,948.8048777,859.5305
0.0104,3.8,14710,2178,296,0.225,744,843.3593102,799.1919
0.0104,3.8,14710,2211,301.14,0.22,744,858.9728444,744.4717
0.0104,3.8,14710,2218,248.04,0.153,1058,1173.034964,974.3455
0.0104,3.8,14710,2237,171.15,0.101,1465,1513.180187,1501.584
0.0104,3.8,14710,2270,98.48,0.049,1884,1836.59756,1918.96
0.0104,3.8,14710,2479,194.78,0.098,1465,1557.236934,1465.793
0.0104,3.8,14710,2679,315.27,0.228,767,850.7403428,829.7159
0.0104,3.8,14710,2777,144.77,0.034,1895,2058.816543,2177.14
0.0104,3.8,14710,2777,276.59,0.17,1058,1115.594169,1127.906
0.0104,3.8,14710,2806,320.2,0.237,755,829.8869202,846.1779
0.0104,3.8,14710,2832,324.15,0.247,744,796.2624733,796.1752
0.0104,3.8,14710,3359,196.82,0.059,1860,1973.106953,2129.025
0.0104,3.8,14710,3359,301.14,0.198,1058,1049.300255,1242.151
0.0104,3.8,14710,3444,255.19,0.136,1488,1412.509644,1533.257
0.01075,4,14710,2030,260.17,0.181,885,1001.837312,871.9231
0.01075,4,14710,2030,280.73,0.204,783,891.256787,777.627
0.01075,4,14710,2017,301.14,0.242,689,778.2804022,661.0153
0.01075,4,14710,2017,320.2,0.283,598,623.7938829,552.0793
0.01075,4,14710,2783,265.31,0.173,1197,1082.271128,1008.734
0.01075,4,14710,2749,280.73,0.188,1031,1000.848422,1013.833
0.01075,4,14710,2749,280.73,0.188,1031,1000.848422,1013.833
0.0104,3.8,15690,605,127.51,0.685,721,219.1487332,443.2901
0.0104,3.8,15690,605,137.68,0.71,709,196.15785,446.7732
0.0104,3.8,15690,828,175.32,0.398,709,577.2363108,604.9854
0.0104,3.8,15690,998,207.9,0.338,721,631.5411949,658.4186
0.0104,3.8,15690,1250,235.7,0.245,721,827.4722286,796.5953
0.0104,3.8,15690,1511,261.33,0.209,721,874.7803501,814.9846
0.0104,3.8,15690,1743,285.98,0.216,697,878.9434934,771.4171
0.0104,3.8,15690,1956,306.45,0.272,721,712.5541713,605.1581
0.0104,3.8,15690,1998,301.41,0.235,721,840.7690702,717.9344
0.0104,3.8,15690,2361,320.6,0.267,732,768.1034489,703.5966
0.0104,3.8,15690,2862,334.15,0.274,721,788.8704655,819.2833
0.0104,3.8,15690,2460,211.04,0.11,1395,1470.271857,1477.08
0.0104,3.8,15690,2943,244.95,0.114,1372,1527.198824,1582.94
0.0104,3.8,15690,3470,275.76,0.153,1360,1373.470911,1555.444
0.00384,0.799,17650,4006,296.45,0.049,2210,3308.02546,2599.281
0.00384,0.799,17650,4006,306.77,0.089,2080,3034.598273,2337.568
0.00384,0.799,17650,4006,327.3,0.16,1780,2528.459085,1923.004
0.00384,0.799,17650,4006,346.54,0.258,1489,2017.428949,1519.885
0.00384,0.799,17650,4990,318.13,0.12,2339,3175.971499,2326.014
0.00384,0.799,17650,4966,346.54,0.247,1789,2381.928187,1746.276
0.0051,2.6,17650,1959,153.56,0.235,1232,1350.871465,1019.523
0.0051,2.6,17650,1999,290.36,0.345,686,901.8563492,853.7325
0.0051,2.6,17650,2027,301.67,0.361,686,797.5036334,558.3306
0.0051,2.6,17650,2285,309.99,0.359,697,862.2435422,725.9839
0.0051,2.6,17650,2475,322.14,0.39,674,686.8190059,730.9595
0.0051,2.6,17650,2965,150.5,0.197,1744,1687.426104,1771.532
0.0051,2.6,17650,2965,266.45,0.321,1174,1195.674963,1128.665
0.0051,2.6,17650,3386,190.42,0.216,1756,1701.013753,1710.317
0.0051,2.6,17650,3522,289.2,0.3,1174,1359.50939,1301.501
0.0051,2.6,17650,3998,231.4,0.263,1767,1717.221745,1684.581
0.0051,2.6,17650,4447,244.82,0.215,1767,2093.836852,1926.639
0.0051,2.6,17650,4773,260.24,0.244,1791,2037.19759,1887.943
0.0074,3.8,17650,1486,237.71,0.323,686,626.3642442,620.7743
0.0074,3.8,17650,1744,262.32,0.3,697,821.0680873,709.2532
0.0074,3.8,17650,2261,301.67,0.309,697,951.4941891,724.7418
0.0074,3.8,17650,2397,206.76,0.19,1174,1360.12754,1121.362
0.0074,3.8,17650,2500,309.99,0.302,709,1021.267885,788.3839
0.0074,3.8,17650,2700,317.11,0.297,709,1062.776596,836.8744
0.0074,3.8,17650,2739,230.53,0.202,1163,1362.218873,1370.105
0.0074,3.8,17650,2946,248.03,0.213,1163,1346.884009,1333.881
0.0074,3.8,17650,3191,263.36,0.227,1163,1338.72188,1337.619
0.0074,3.8,17650,3217,265.42,0.218,1163,1374.898576,1320.006
0.0074,3.8,17650,3443,273.78,0.23,1174,1364.832036,1365.375
0.0074,3.8,17650,3469,128.3,0.063,2035,2102.678018,2051.793
0.0074,3.8,17650,3469,341.87,0.34,686,944.2065696,828.5977
0.0074,3.8,17650,3501,125.45,0.035,2046,2254.608687,2107.282
0.0074,3.8,17650,3695,287.26,0.242,1174,1401.742888,1288.37
0.0074,3.8,17650,3772,147.45,0.067,2046,2200.597184,2104.095
0.0074,3.8,17650,3998,167.81,0.071,2035,2273.040344,2067.502
0.0074,3.8,17650,3998,299.63,0.26,1174,1440.859029,1260.559
0.0074,3.8,17650,4244,182.16,0.087,2046,2255.372646,2063.911
0.0074,3.8,17650,4302,311.93,0.287,1163,1371.353006,1221.249
0.0074,3.8,17650,4496,317.11,0.294,1174,1376.093437,1202.346
0.0074,3.8,17650,4522,195.44,0.096,2070,2285.251914,2058.588
0.0074,3.8,17650,4883,213.94,0.083,2046,2417.85769,2077.047
0.0074,3.8,17650,5303,234.67,0.114,2070,2474.049134,2058.644
0.0074,3.8,17650,5497,240.74,0.124,2046,2518.814148,2122.148
0.0074,3.8,17650,5742,244.82,0.105,2058,2708.412571,2231.553
0.0074,3.8,17650,5742,253.11,0.14,2046,2507.524042,2155.079
0.0074,3.8,17650,6027,254.17,0.111,2058,2764.029792,2307.186
0.0074,3.8,17650,6246,268.5,0.153,2011,2572.319342,2312.175
0.0074,3.8,17650,6472,272.77,0.152,2035,2625.758138,2331.782
0.0074,3.8,17650,6692,269.52,0.116,2046,2830.342356,2577.859
0.00802,1.57,17650,979,285.12,0.241,830,805.1214824,807.0599
0.00802,1.57,17650,996,255.22,0.171,950,998.0800507,945.5149
0.00802,1.57,17650,1001,193.38,0.06,1189,1339.536704,1276.221
0.00802,1.57,17650,1001,224.37,0.094,1060,1213.811754,1102.941
0.00802,1.57,17650,1007,132.33,-0.04,1420,1671.41899,1637.379
0.00802,1.57,17650,1012,163.85,0.016,1320,1498.175202,1453.346
0.00802,1.57,17650,1018,112.12,-0.113,1470,1943.623631,1623.992
0.00796,1.565,17650,1619,198.62,0.015,1800,1666.364873,1679.43
0.00796,1.565,17650,1619,251,0.082,1430,1400.594306,1390.37
0.00796,1.565,17650,1630,218.17,0.026,1639,1626.806433,1667.1
0.00802,1.57,17650,1601,274.79,0.109,1230,1290.738246,1284.518
0.00802,1.57,17650,1601,297.57,0.159,1089,1133.811848,1056.176
0.00802,1.57,17650,1601,317.11,0.19,919,1017.706641,989.5284
0.00802,1.57,17650,1601,337.07,0.249,769,861.5256072,843.9378
0.00802,1.57,17650,1601,346.54,0.285,669,761.1278241,785.7859
0.00802,1.57,17650,2178,248.03,0.027,1850,1848.584899,1878.42
0.00802,1.57,17650,2211,280.98,0.089,1570,1600.989137,1605.689
0.00802,1.57,17650,2216,300.56,0.134,1410,1447.388102,1367.349
0.00802,1.57,17650,2216,322.14,0.18,1180,1300.940919,1186.527
0.00802,1.57,17650,2689,265.42,0.037,2050,1973.864476,1997.027
0.00802,1.57,17650,2684,286.09,0.097,1850,1695.550365,1713.207
0.00802,1.57,17650,2689,306.77,0.137,1600,1535.536124,1533.163
0.00802,1.57,17650,2689,337.07,0.222,1210,1237.374008,1201.972
0.00802,1.57,17650,2689,346.54,0.265,1069,1104.320381,1090.4
0.00802,1.57,17650,3201,265.42,-0.003,2300,2301.390552,2436.848
0.00802,1.57,17650,3201,306.77,0.107,1810,1758.390494,1838.684
0.00802,1.57,17650,3212,286.09,0.059,2100,1986.849357,2079.838
0.00802,1.57,17650,3212,337.07,0.206,1389,1360.975539,1424.283
0.00802,1.57,17650,3987,265.42,-0.019,2800,2595.33404,2983.383
0.00802,1.57,17650,3987,286.09,0.049,2580,2282.762288,2468.067
0.00802,1.57,17650,4009,306.77,0.09,2220,2095.777553,2166.054
0.00802,1.57,17650,3987,337.07,0.207,1739,1601.356708,1631.361
0.00802,0.778,17650,2216,316.09,0.025,1850,1871.442357,1968.974
0.00807,0.778,17650,2216,291.32,-0.068,2200,2405.678511,2303.298
0.00807,0.778,17650,2222,270.54,-0.123,2510,2729.740544,2616.862
0.00807,0.778,17650,2678,279.99,-0.098,2860,2822.820657,2797.94
0.00807,0.778,17650,2694,301.67,-0.042,2480,2461.935866,2430.626
0.00807,0.778,17650,3188,274.79,-0.132,3400,3282.070328,3482.923
0.00807,0.778,17650,3188,322.14,0.023,2380,2152.998268,2379.302
0.0104,3.8,17650,622,125.22,0.565,686,269.510615,485.8428
0.0104,3.8,17650,654,124.27,0.474,697,414.7709673,554.9993
0.0104,3.8,17650,674,116.17,0.501,744,348.3826043,531.7963
0.0104,3.8,17650,785,155.67,0.344,709,538.4684027,616.0181
0.0104,3.8,17650,828,157.77,0.302,744,620.428752,608.9416
0.0104,3.8,17650,910,162.68,0.254,744,695.1079128,683.5471
0.0104,3.8,17650,910,167.81,0.273,744,662.516928,660.4513
0.0104,3.8,17650,923,165.94,0.21,744,792.7540799,691.7883
0.0104,3.8,17650,1014,198.62,0.18,697,853.6621809,735.7602
0.0104,3.8,17650,1070,202.7,0.172,744,878.2835149,692.9877
0.0104,3.8,17650,1253,235.54,0.17,709,897.6533764,812.0076
0.0104,3.8,17650,1253,241.81,0.18,697,867.6562029,782.0428
0.0104,3.8,17650,1286,238.79,0.174,744,887.9458597,760.3676
0.0104,3.8,17650,1416,262.32,0.185,686,860.7234452,851.4914
0.0104,3.8,17650,1662,198.62,0.118,1081,1133.49653,1072.762
0.0104,3.8,17650,1688,122.13,0.045,1407,1377.791878,1366.743
0.0104,3.8,17650,1701,200.66,0.134,1116,1106.640947,1034.205
0.0104,3.8,17650,2123,321.15,0.289,732,845.3877489,709.2395
0.0104,3.8,17650,2218,117.13,0.035,1872,1606.464847,1664.12
0.0104,3.8,17650,2244,203.83,0.11,1430,1345.767367,1421.216
0.0104,3.8,17650,2250,118.08,0.037,1860,1609.594857,1736.928
0.0104,3.8,17650,2368,336.07,0.324,686,759.1359408,730.0106
0.0104,3.8,17650,2744,176.16,0.046,1872,1709.201098,1725.851
0.0104,3.8,17650,2888,248.88,0.132,1465,1393.688302,1584.98
0.0104,3.8,17650,3303,319.14,0.238,1081,1108.590331,1183.01
0.0104,3.8,17650,3333,222.16,0.06,1814,1762.044187,1906.329
0.0104,3.8,17650,3359,276.8,0.163,1465,1339.232513,1586.448
0.0104,3.8,17650,3414,291.32,0.183,1360,1294.11314,1514.131
0.0104,3.8,17650,3470,328.24,0.256,1058,1067.717382,1114.537
0.0104,3.8,19610,769,152.05,0.317,709,498.4310999,468.5898
0.0104,3.8,19610,785,157.21,0.262,686,556.0889404,590.8741
0.0104,3.8,19610,1014,223.97,0.24,686,595.0559406,630.596
0.0104,3.8,19610,1014,219.75,0.232,686,603.1042179,670.3599
0.0104,3.8,19610,1089,217.75,0.239,755,611.1546527,653.025
0.0104,3.8,19610,1201,251.77,0.234,697,639.5465539,694.1689
0.0104,3.8,19610,1498,296.46,0.284,697,640.8214048,616.9946
0.0104,3.8,19610,1730,317.4,0.324,697,675.9188166,611.1328
0.0104,3.8,19610,1930,330.81,0.343,697,715.9985823,619.5067
0.0104,3.8,19610,1979,181.64,0.025,1395,1254.416231,1428.57
0.0104,3.8,19610,1979,335.89,0.362,686,672.6764608,618.4504
0.0104,3.8,19610,1998,327.78,0.302,697,822.9139609,723.4044
0.0104,3.8,19610,2218,191.98,0,1477,1400.442112,1532.005
0.0104,3.8,19610,2218,268.29,0.153,1104,1070.119438,1115.32
0.0104,3.8,19610,2283,342.82,0.35,709,748.6908955,692.1766
0.0104,3.8,19610,2410,340.86,0.31,721,855.5216141,767.9512
0.0104,3.8,19610,2509,295.51,0.187,1069,1073.607194,1050.861
0.0104,3.8,19610,2718,251.77,0.046,1395,1388.488114,1506.095
0.0104,3.8,19610,2760,311.24,0.218,1069,1062.836182,1030.079
0.0104,3.8,19610,2767,247.71,0.06,1477,1361.398983,1508.884
0.0104,3.8,19610,2943,319.46,0.206,1035,1095.493281,1081.948
0.0104,3.8,19610,2999,269.32,0.068,1395,1378.803608,1583.136
0.0104,3.8,19610,3248,328.75,0.238,1046,1078.370129,1067.828
0.0104,3.8,19610,3277,286.01,0.117,1395,1301.22046,1501.592
0.0104,3.8,19610,3303,249.64,0.036,1721,1526.043965,1682.51
0.0104,3.8,19610,3496,291.28,0.115,1418,1344.860328,1574.395
0.0108,3,19610,498,259.99,0.328,393,526.7665753,387.009
0.0108,3,19610,498,280.86,0.332,351,522.5897228,365.3089
0.0108,3,19610,498,301.73,0.378,317,470.5632696,308.7289
0.0108,3,19610,498,323.18,0.389,269,457.5083843,286.7249
0.0108,3,19610,498,342.82,0.445,230,406.2900507,262.9862
0.0108,3,19610,995,259.99,0.138,679,719.611033,682.6869
0.0108,3,19610,995,281.86,0.191,617,635.1825092,643.2452
0.0108,3,19610,995,301.73,0.238,557,582.826763,548.43
0.0108,3,19610,1001,323.68,0.288,483,528.777537,449.0672
0.0108,3,19610,1001,341.84,0.336,408,468.1350785,408.4714
0.0108,3,19610,1508,259.99,0.071,972,943.1165201,1043.905
0.0108,3,19610,1508,280.86,0.126,887,868.5843563,897.6013
0.0108,3,19610,1501,301.73,0.169,782,794.3458276,811.5959
0.0108,3,19610,1501,322.51,0.241,694,678.54151,671.433
0.0108,3,19610,2002,259.99,0.03,1245,1228.280038,1420.791
0.0108,3,19610,2002,280.86,0.088,1135,1123.818617,1156.725
0.0108,3,19610,2002,301.73,0.127,995,1061.74205,1066.686
0.0108,3,19610,2002,323.68,0.193,861,968.3322499,913.6628
0.00795,0.61,6890,5221.5,146.91,-0.0986,8334.9,7614.410294,7139.049
0.01257,0.61,6890,4100.8,168.77,-0.1456,6860.7,6435.768239,6509.075
0.01257,0.61,5547,7142.7,191.47,-0.0966,7994.7,7830.118825,7620.575
0.01262,0.61,3480,6668.2,148.88,-0.1048,8108.1,7902.64227,8023.631
0.01242,0.61,641,7301.8,24.96,-0.1592,9128.7,10544.73966,9893.121
0.01422,0.61,455,4793.7,48.8,-0.0814,6917.4,6256.877537,6999.999
0.01252,0.61,413,4241.3,50.77,-0.0567,6010.2,5622.883793,6907.931
0.01252,0.61,413,4477.3,19.41,-0.0926,7597.8,6780.185254,7491.5
0.01252,0.61,696,4321.1,75.37,-0.0502,6123.6,5810.687723,6756.039
0.01252,0.61,689,4489.3,28.26,-0.1079,8108.1,7323.46688,7649.552
0.01252,0.61,1040,4338,67.93,-0.0817,7144.2,6730.769001,7134.923
0.01044,1.753,13790,678.7,328.33,0.502,586.83,598.3535031,621.9798
0.01044,1.753,13790,950.2,326.94,0.39,672.015,719.2542052,693.3773
0.01044,1.753,13790,1357.4,329.06,0.307,760.355,722.1008453,726.6201
0.01044,1.753,13790,1764.7,329.44,0.251,823.455,823.2518614,780.1731
0.01044,1.753,13790,1764.7,318.5,0.223,930.725,941.0318404,840.8192
0.01044,1.753,13790,1764.7,309.44,0.196,987.515,1059.848788,977.0502
0.01044,1.753,13790,1764.7,301.11,0.183,1063.235,1132.619509,1088.377
0.01046,1.803,13790,1764.7,317.78,0.21,886.555,994.5812597,888.6597
0.01046,1.803,13790,1357.4,301.39,0.245,946.5,965.4448731,895.4981
0.01046,1.803,13790,1357.4,308.61,0.257,883.4,917.169648,871.6742
0.01046,1.803,13790,1357.4,313.89,0.253,826.61,933.0724378,865.8011
0.01046,1.803,13790,950.2,274.06,0.303,946.5,968.3399992,927.9896
0.01046,1.803,13790,950.2,288.89,0.335,883.4,867.3456567,830.7607
0.01046,1.803,13790,950.2,300.83,0.353,820.3,812.3966857,780.2431
0.01046,1.803,13790,950.2,310.56,0.361,760.355,792.1090245,751.2712
0.01046,1.803,13790,678.7,321.67,0.498,631,612.0771841,618.7756
0.01046,1.803,13790,678.7,303.89,0.468,694.1,725.4459021,652.1531
0.01046,1.803,13790,678.7,231.39,0.371,946.5,1014.587609,990.2469
0.01046,1.803,13790,678.7,246.67,0.375,883.4,999.17957,949.2732
0.01054,1.778,13790,1764.7,322.61,0.205,817.145,1011.662055,897.7778
0.01054,1.753,13790,1764.7,324.72,0.212,810.835,982.4545736,872.6891
0.01054,1.778,13790,1764.7,307.22,0.178,965.43,1155.089394,1090.381
0.01054,1.803,13790,1357.4,315.39,0.255,813.99,921.6034597,862.4912
0.01054,1.778,13790,950.2,298.72,0.327,813.99,889.2003356,856.3375
0.01054,1.803,13790,950.2,270.83,0.281,943.345,1050.43331,1022.858
0.00795,0.61,6895,5085,135.97,-0.12,8359.7,8068.611984,7603.537
0.01257,0.61,6895,4068,164.88,-0.155,6877,6590.748513,6608.431
0.01257,0.61,5550,7132.6,189.92,-0.101,8012.7,7961.606325,7702.919
0.01237,0.61,3482,6712.2,146.82,-0.108,8107.3,8094.114059,8174.84
0.01242,0.61,641,7200.4,24.1,-0.159,9148.3,10444.75385,9819.282
0.01422,0.61,455,4746,47.89,-0.082,6908.6,6256.78036,6997.368
0.01252,0.61,414,4217.2,49.6,-0.058,6025.3,5643.968057,6922.554
0.01252,0.61,414,4393.4,17.54,-0.093,7602.6,6714.013589,7478.093
0.01252,0.61,696,4352.8,74.63,-0.052,6151.5,5867.472041,6791.849
0.01252,0.61,690,4407,25.96,-0.11,8107.3,7266.555728,7644.624
0.01252,0.61,1041,4339.2,56.23,-0.106,7160.9,7233.237667,7485.475
0.0127,0.61,607,6956.3,41.74,-0.11,9653.1,8431.157152,9003.013
0.0127,0.61,3620,6088.4,146.98,-0.117,7413.3,7770.516744,7881.36
0.0127,0.61,3585,6481.7,112.73,-0.173,9369.2,9663.166945,8958.651
0.0127,0.61,3620,2752.7,61.9,-0.198,6466.9,8120.162317,8433.084
0.0127,0.61,8412,6644.4,168.74,-0.239,9716.2,9618.797747,9140.573
0.00795,0.597,6895,1912,173.86,0.136,4637.3,3825.266332,3875.445
0.00795,0.597,6895,1789.9,190.27,0.157,4101,3753.768907,3886.85
0.00795,0.597,6895,1654.3,194.78,0.188,3943.2,3630.074974,3834.304
0.00795,0.597,6895,2006.9,178.67,0.105,4416.4,4028.351928,4068.999
0.00795,0.597,6895,1410.2,136.9,0.171,4416.4,3979.838789,4163.172
